etf_code,etf_name,sector,total_bars,ret_90d,mdd_90d,trades_90d,free_shares_90d,ret_180d,mdd_180d,trades_180d,free_shares_180d,ret_1y,mdd_1y,trades_1y,free_shares_1y,ret_2y,mdd_2y,trades_2y,free_shares_2y,ret_3y,mdd_3y,trades_3y,free_shares_3y,ret_5y,mdd_5y,trades_5y,free_shares_5y
513080,法国ETF华安,跨境全球,1230,7.38,2.31,154,400,13.53,6.11,347,1100,11.67,5.03,400,1800,5.4,6.88,294,1600,4.85,5.73,410,2300,3.29,19.95,436,2600
515000,科技ETF华宝,科技芯片,1231,22.19,11.38,169,2500,11.69,3.57,40,800,18.14,6.08,222,3800,5.04,3.51,20,1600,15.07,17.89,288,10300,3.25,43.09,140,3400
561300,沪深300增强ETF国泰,核心宽基,1154,28.45,3.71,274,1800,20.57,3.71,311,2500,9.32,1.58,252,2300,1.6,0.36,26,500,4.46,10.79,258,3500,3.25,32.96,522,4100
159845,中证1000ETF华夏,核心宽基,1231,-13.77,13.75,88,200,3.2,13.26,193,600,8.62,6.11,232,700,3.17,1.78,32,300,8.65,26.59,404,2300,3.22,40.08,387,1600
159941,纳指ETF广发,跨境全球,1231,15.01,5.98,163,700,7.46,3.95,56,400,6.4,2.22,108,900,5.85,9.67,194,1800,2.16,5.31,64,900,3.17,23.88,164,2500
513100,纳指ETF国泰,跨境全球,1230,13.89,6.26,167,500,10.11,3.95,80,500,5.65,2.03,98,500,5.58,10.11,212,1300,2.19,5.76,62,600,3.1,21.1,162,1800
512680,军工ETF广发,国防军工,1231,5.31,12.87,121,1000,-23.97,23.69,98,700,11.56,11.43,351,3100,2.13,1.64,38,700,10.06,26.87,658,7200,3.06,42.05,606,5700
159625,绿色电力ETF嘉实,公用红利,1062,-17.42,9.46,22,100,-0.98,12.71,308,1600,11.16,3.9,470,2500,2.31,1.08,108,800,4.1,5.7,372,2700,3.04,2.51,362,3000
515310,沪深300ETF汇添富,核心宽基,1231,1.33,3.5,188,800,9.72,3.74,291,1300,8.0,1.99,391,1600,1.27,0.39,26,300,3.7,12.58,220,2100,2.88,30.7,722,3000
515850,证券ETF富国,大金融,1231,17.96,1.01,82,800,14.42,6.29,298,2000,-9.12,18.03,166,700,1.78,1.19,24,500,3.61,18.13,204,2200,2.88,35.01,726,5200
159731,石化ETF华夏,周期资源,1153,12.24,5.87,149,1200,-10.93,15.17,84,900,7.24,3.18,124,1800,3.67,2.03,62,1700,9.54,15.66,414,8800,2.8,36.68,436,5800
513690,港股红利ETF博时,跨境全球,1231,13.6,8.81,130,800,3.67,12.2,188,1000,9.59,7.05,339,2200,1.42,0.42,24,400,5.67,7.69,400,4100,2.8,35.4,304,3400
515390,沪深300ETF华安,核心宽基,1231,2.36,3.5,194,800,9.45,3.75,272,1200,8.36,1.96,352,1700,1.54,0.65,32,300,3.47,12.11,196,2000,2.79,31.29,653,3000
512100,中证1000ETF南方,核心宽基,1230,-15.8,13.91,80,200,2.42,13.08,187,600,10.39,4.99,265,900,3.08,1.49,34,300,8.8,27.25,412,2400,2.74,42.88,378,1400
515010,证券ETF华夏,大金融,1231,16.34,1.65,115,900,14.97,6.26,317,2300,-9.16,18.84,192,1100,1.92,1.52,28,500,3.86,18.25,214,2500,2.73,35.25,708,5800
510510,中证500ETF广发,核心宽基,1231,10.29,7.43,149,700,12.34,7.39,249,1100,8.58,3.63,144,800,2.75,1.01,28,400,8.82,18.24,416,2900,2.71,35.67,252,1400
515800,中证800ETF汇添富,核心宽基,1231,6.68,4.45,199,1100,12.32,4.25,303,1700,8.8,1.91,263,1800,1.68,0.47,28,400,4.76,13.72,260,3100,2.67,33.99,529,3000
560050,中国A50ETF汇添富,核心宽基,1178,5.97,2.77,229,1000,6.99,2.61,67,600,9.32,1.94,374,2300,1.82,0.53,24,600,4.54,14.5,274,3400,2.65,33.75,396,3300
512570,证券ETF易方达,大金融,1231,19.58,1.47,125,1200,16.88,6.13,323,2900,-9.99,18.4,182,900,1.64,1.09,20,500,3.44,17.86,200,2500,2.65,35.52,704,6800
159922,中证500ETF嘉实,核心宽基,1231,5.81,7.6,133,500,10.6,6.91,239,800,8.45,3.87,140,600,2.9,1.29,30,300,9.39,19.92,420,2500,2.64,36.71,261,1100
510330,沪深300ETF华夏,核心宽基,1231,-1.7,3.5,174,200,10.93,3.41,279,300,7.25,1.89,341,400,3.03,1.79,28,100,4.23,12.26,238,600,2.63,31.01,711,800
510360,沪深300ETF广发,核心宽基,1231,1.7,3.59,196,600,12.36,2.95,286,1100,8.23,1.57,336,1200,1.5,0.59,32,200,3.08,12.61,192,1300,2.63,30.97,651,2100
159925,沪深300ETF南方,核心宽基,1229,2.12,3.01,203,200,11.3,3.36,286,300,7.75,1.9,298,400,3.16,1.74,30,100,3.73,12.52,210,500,2.6,31.35,628,700
512660,军工ETF国泰,国防军工,1231,4.11,13.64,131,1200,-23.44,23.35,104,700,10.74,11.13,303,3000,2.34,2.16,38,700,9.89,26.37,620,7200,2.59,42.02,536,5400
510310,沪深300ETF易方达,核心宽基,1231,-2.16,3.63,180,200,9.8,3.44,272,300,7.59,1.81,324,400,1.57,0.45,32,100,3.45,12.81,190,500,2.58,31.53,612,800
510500,中证500ETF南方,核心宽基,1231,6.14,7.1,129,200,12.08,7.11,243,300,8.64,3.95,146,200,4.18,2.57,26,100,8.78,20.03,400,900,2.57,36.4,260,400
513030,德国ETF华安,跨境全球,1230,13.44,2.19,86,400,14.54,7.52,228,1000,10.17,9.8,411,1700,1.98,1.37,76,400,1.32,5.95,44,500,2.53,29.7,268,1700
512500,中证500ETF华夏,核心宽基,1231,-1.7,8.15,125,300,9.27,6.7,233,500,8.76,3.27,136,500,3.21,1.48,28,200,8.21,18.58,386,1400,2.48,35.15,244,700
159758,红利质量ETF华夏,公用红利,1142,18.46,2.58,195,1000,18.13,4.13,395,2300,12.5,8.1,625,3400,1.72,0.63,40,600,8.45,17.62,714,6500,2.41,26.12,276,2800
159920,恒生ETF华夏,跨境全球,1231,10.99,6.65,131,500,-0.35,11.58,162,700,-3.93,15.81,258,900,1.44,0.89,18,300,4.59,16.29,336,2600,2.39,33.9,312,2200
159919,沪深300ETF嘉实,核心宽基,1231,-2.86,3.6,162,100,9.72,3.61,283,300,7.46,1.91,338,400,2.71,1.69,30,0,3.76,12.41,212,500,2.39,31.43,679,700
159993,证券ETF鹏华,大金融,1231,18.66,1.95,128,1200,18.37,5.8,338,2800,-7.93,17.88,220,1200,1.81,1.11,30,600,3.34,19.41,166,2300,2.39,37.77,688,6100
159601,A50ETF华夏,核心宽基,1178,6.06,2.96,239,1000,6.5,2.55,64,600,8.64,1.75,342,2000,1.88,0.61,26,600,4.46,14.39,264,3300,2.36,33.61,358,2800
510300,沪深300ETF华泰柏瑞,核心宽基,1231,-3.24,3.69,166,100,9.17,3.61,275,300,7.63,1.99,352,400,3.0,1.82,28,100,3.37,12.96,196,500,2.32,33.0,696,800
561350,中证500ETF国泰,核心宽基,1219,9.04,7.4,145,1600,12.92,7.43,265,2500,8.86,3.9,156,1800,3.3,1.32,36,1100,9.85,18.17,394,6900,2.26,34.84,198,2400
159985,豆粕ETF华夏,大宗商品,1231,25.18,1.21,48,400,16.77,7.22,136,900,12.42,2.49,150,1300,7.51,7.68,204,1600,5.45,20.97,265,2000,2.24,9.76,38,1000
159842,券商ETF银华,大金融,1231,18.58,1.09,99,1200,17.68,6.34,333,3200,-9.6,18.83,182,1200,1.82,1.38,30,600,3.92,18.79,220,3100,2.16,35.97,730,6700
510580,中证500ETF易方达,核心宽基,1231,6.72,7.61,143,400,12.36,6.58,241,600,9.13,3.48,144,500,4.04,2.12,30,300,7.8,17.9,378,1600,1.82,33.57,192,500
510180,上证180ETF华安,核心宽基,1231,11.24,2.89,256,300,7.77,4.87,371,400,10.27,3.45,545,800,2.21,1.01,32,100,3.34,12.63,234,600,1.77,28.29,322,600
159901,深证100ETF易方达,核心宽基,1231,-13.89,6.91,156,300,8.24,2.66,218,400,8.55,2.55,267,600,2.83,1.57,26,200,7.26,17.34,432,1700,1.65,41.58,433,1000
517380,创新药ETF天弘,医药健康,1231,24.47,1.73,58,1600,33.77,9.74,252,5500,9.38,22.35,236,4600,2.87,1.42,26,1400,10.96,27.44,408,11400,1.62,51.28,327,5100
159750,港股科技50ETF招商,跨境全球,1113,3.07,7.85,189,1700,-16.55,15.43,116,1400,-24.36,30.18,134,1000,1.73,1.61,34,800,4.98,25.44,302,5100,1.55,40.38,622,7400
512000,券商ETF华宝,大金融,1231,19.7,1.53,111,2600,17.94,6.59,331,6600,-10.31,19.17,182,2100,1.86,1.1,32,1400,3.99,19.0,208,6400,1.47,37.48,634,12100
159841,证券ETF天弘,大金融,1231,20.16,1.5,101,1400,15.91,6.44,329,3100,-9.8,19.1,188,1300,1.65,1.03,26,600,3.81,18.93,220,3200,1.45,36.97,652,6200
512880,证券ETF国泰,大金融,2453,18.71,1.72,113,1200,16.36,6.48,313,2900,-10.79,18.97,158,800,1.84,1.23,28,600,3.8,19.34,200,2900,1.37,37.0,610,5600
510210,上证指数ETF富国,核心宽基,1231,7.84,4.55,153,800,4.72,5.81,245,1300,7.92,1.63,337,2100,1.27,0.28,30,500,5.18,12.29,420,4300,1.27,22.46,138,1600
512900,证券ETF南方,大金融,1231,18.58,1.72,115,1100,17.74,6.32,321,3100,-10.64,18.88,162,900,1.88,1.33,28,600,4.07,19.03,212,3100,0.97,37.4,608,5100
159751,港股通科技ETF鹏华,跨境全球,1142,8.21,5.85,207,1900,-16.96,14.03,112,1100,-24.53,29.29,120,800,1.88,1.61,24,900,5.48,30.14,298,5500,0.86,45.9,490,5900
512670,国防ETF鹏华,国防军工,1230,17.38,12.72,119,2200,-19.25,24.48,98,1300,10.94,9.86,283,3900,2.45,2.27,32,1100,11.04,31.69,626,11800,-0.23,49.95,560,7100
515230,软件ETF国泰,科技芯片,1231,18.25,5.12,207,3400,-37.73,22.96,68,1100,-21.74,30.69,206,2600,2.45,2.93,28,1400,4.44,39.29,784,13600,-0.26,49.04,882,12300
516670,畜牧养殖ETF招商,大消费,1231,39.24,4.89,164,3900,-24.59,23.78,26,500,-10.48,24.51,124,1600,3.52,1.59,92,2700,1.12,26.9,434,7000,-0.5,30.04,392,7000
159605,中概互联ETF广发,跨境全球,1160,-4.65,11.93,176,1900,-36.46,22.97,38,600,-33.79,39.73,120,900,2.43,7.99,137,2200,6.58,16.61,580,8900,-0.67,40.85,518,6900
159825,农业ETF富国,大消费,1231,32.52,4.68,143,2500,-25.9,23.76,38,400,-1.56,19.88,169,2100,2.45,1.36,36,1300,7.5,22.49,412,9000,-0.68,38.46,438,5800
159607,中概互联网ETF嘉实,跨境全球,1160,-0.08,11.44,184,2200,-36.77,23.01,40,500,-34.31,40.12,120,900,2.34,7.62,123,2000,6.76,16.55,592,9100,-1.14,41.29,496,6400
159867,养殖ETF鹏华,大消费,1231,41.27,4.51,160,4600,-25.22,23.59,26,500,-13.03,25.76,100,1200,4.55,2.87,142,4100,-0.21,26.83,356,7300,-1.39,30.36,350,7000
515650,消费50ETF富国,大消费,1231,21.78,5.34,139,1200,-14.39,16.1,16,0,-10.67,20.03,108,400,2.6,1.12,136,1200,5.9,16.49,1098,6800,-2.45,28.26,448,2500
159852,软件ETF嘉实,科技芯片,1231,17.84,5.32,228,3500,-39.56,21.99,66,1000,-20.65,29.05,230,3200,2.16,2.09,26,1200,3.87,39.34,832,13500,-2.46,52.09,670,9700
159865,养殖ETF国泰,大消费,1231,36.25,4.82,168,4000,-26.86,24.3,24,500,-13.42,26.01,108,1100,4.81,3.47,146,4400,-0.92,27.38,356,6800,-2.46,34.42,348,5700
516570,石化ETF易方达,周期资源,1231,17.88,5.86,143,1400,-10.66,15.18,74,800,5.87,3.23,104,1300,3.23,1.73,46,1400,8.23,15.87,336,6800,-2.61,46.63,100,1000
159892,恒生医药ETF华夏,跨境全球,1192,29.03,2.26,74,2100,25.14,17.72,276,4800,-16.09,32.39,56,600,3.3,2.38,34,2000,12.39,26.67,448,13900,-2.8,57.53,168,2600
513050,中概互联网ETF易方达,跨境全球,1231,5.35,11.9,190,1800,-40.68,25.49,18,100,-33.05,39.71,144,700,2.98,6.05,112,1500,5.35,17.01,494,4900,-2.95,43.0,556,4100
516810,农业ETF华夏,大消费,1133,31.27,4.71,119,2300,-26.7,24.31,24,200,0.26,19.11,165,2300,2.55,1.38,32,1300,8.77,21.46,414,9700,-3.0,41.59,140,2200
512710,军工龙头ETF富国,国防军工,1231,18.71,10.61,127,2200,-25.28,25.69,90,1700,9.02,11.91,309,4800,2.14,2.23,34,1200,11.01,29.22,771,15000,-3.07,49.79,350,5100
159766,旅游ETF富国,大消费,1231,-11.66,8.58,53,800,-40.46,23.55,32,500,-16.48,25.2,168,2500,2.4,6.39,221,3800,-9.78,34.85,92,1300,-3.17,45.25,1094,12600
159748,创新药ETF富国,医药健康,1159,29.12,1.92,68,2100,39.1,9.91,308,6700,0.58,22.78,167,2800,3.29,1.91,30,1800,11.24,26.09,438,12100,-3.31,53.12,28,400
513010,恒生科技ETF易方达,跨境全球,1231,-11.03,7.99,156,2300,-24.85,15.53,80,1600,-26.65,30.03,142,1700,1.6,1.41,24,1000,4.58,24.94,315,7500,-3.32,50.08,490,6700
159840,锂电池ETF工银,新能源制造,1227,-65.41,18.42,76,600,-25.06,20.82,276,3100,3.67,6.62,225,3700,2.92,2.14,50,1800,10.36,29.26,572,12600,-3.57,60.52,396,4700
513980,港股科技ETF景顺,跨境全球,1231,8.71,6.36,181,2500,-17.12,15.15,114,1600,-25.0,30.78,130,1200,1.8,1.59,24,1200,5.46,30.14,308,7800,-3.75,55.7,314,4800
513860,港股通科技ETF海富通,跨境全球,1231,7.71,5.97,170,2400,-17.08,14.6,108,1600,-25.01,30.62,122,1200,1.75,1.8,16,1000,5.27,29.19,250,7500,-3.76,55.42,284,4800
513770,港股互联网ETF华宝,跨境全球,1110,-0.29,12.13,190,6300,-49.01,28.07,40,1500,-43.12,47.35,92,1600,3.62,6.65,137,6600,3.1,30.72,468,18800,-3.91,43.28,348,11600
159755,电池ETF广发,新能源制造,1231,-68.15,19.03,66,400,-30.08,21.51,248,2000,2.81,7.43,228,3000,2.86,2.24,44,1300,10.15,29.35,560,10000,-3.97,60.6,360,3800
517110,创新药ETF国泰,医药健康,1200,24.39,2.45,70,1700,38.69,10.1,318,7000,-1.62,23.07,142,2700,3.24,1.88,32,1800,9.94,27.32,416,11400,-4.05,53.97,60,600
159928,消费ETF汇添富,大消费,1231,27.21,5.61,196,2900,-28.77,21.11,20,100,-22.71,29.05,40,100,2.17,10.23,238,2600,-7.71,32.94,138,2100,-4.11,40.28,768,6400
510630,消费ETF华夏,大消费,1231,19.45,5.74,180,1700,-20.18,17.04,34,100,-15.74,22.33,60,400,4.44,4.77,242,3000,-5.44,28.42,158,2500,-4.15,39.1,650,4700
513180,恒生科技ETF华夏,跨境全球,1289,-10.87,8.03,160,2300,-24.93,15.74,82,1700,-26.88,30.18,154,1900,1.6,1.7,24,1000,4.21,25.79,318,7400,-4.17,50.51,388,5900
159742,恒生科技ETF博时,跨境全球,1231,-9.95,7.87,162,2300,-25.41,16.05,76,1700,-27.5,30.74,130,1500,1.59,1.71,24,1000,4.47,25.03,328,7800,-4.18,51.14,404,5400
562510,旅游ETF华夏,大消费,1140,-6.18,8.06,73,1100,-39.47,23.5,32,500,-16.0,24.94,160,2300,2.92,5.98,224,3900,-9.51,34.75,108,1400,-4.19,45.8,874,10900
561910,电池ETF招商,新能源制造,1231,-84.78,22.81,70,600,-29.08,22.97,230,3100,2.0,8.41,242,3800,4.32,3.37,58,3100,10.61,26.53,486,13600,-4.23,60.64,358,4400
159741,恒生科技ETF嘉实,跨境全球,1231,-11.16,7.97,152,2200,-25.18,15.32,80,1600,-25.95,29.05,154,2000,1.61,1.73,26,1100,4.33,24.48,305,7400,-4.28,50.82,374,5600
513580,恒生科技ETF华安,跨境全球,1231,-11.16,8.22,156,2400,-26.33,15.94,68,1600,-27.01,30.09,148,1800,1.59,1.57,26,1100,4.96,25.1,389,9100,-4.32,50.73,378,5700
513130,恒生科技ETF华泰柏瑞,跨境全球,1231,-10.0,8.22,160,2400,-25.37,15.35,78,1500,-27.28,30.28,134,1600,1.6,1.76,24,1100,4.9,25.59,361,8700,-4.84,50.91,332,4500
159740,恒生科技ETF大成,跨境全球,1231,-10.87,8.12,162,2500,-24.71,15.57,90,1800,-26.44,29.64,156,2000,1.61,1.85,24,1100,4.4,24.69,298,7700,-5.05,51.49,310,4100
515170,食品饮料ETF华夏,大消费,1231,16.09,5.05,186,3200,-24.83,17.16,46,400,-22.01,26.36,62,600,2.13,9.11,287,4500,-9.93,35.58,104,1900,-5.12,43.2,742,9000
515060,房地产ETF华夏,大金融,1231,0.71,7.78,103,2000,-27.62,20.92,54,1000,-16.38,24.31,160,2400,4.35,2.48,107,3700,-6.65,32.84,184,4200,-5.15,46.0,528,7900
516080,创新药ETF易方达,医药健康,1231,26.79,1.59,78,2300,32.85,9.44,335,7300,-10.92,24.18,94,1400,2.22,1.16,34,1400,12.51,20.29,664,16800,-5.25,49.72,114,1100
513700,港股通医药ETF鹏华,跨境全球,1231,25.55,2.04,72,2300,21.14,16.95,261,5400,-18.17,32.07,40,500,3.46,2.52,52,2600,10.49,27.84,490,14800,-5.31,57.82,64,700
512690,酒ETF鹏华,大消费,1231,15.89,7.59,178,4200,-35.04,22.94,46,400,-30.43,35.56,62,800,-5.56,22.17,152,2900,-15.56,50.26,36,700,-5.32,51.62,1000,14900
516120,化工ETF富国,周期资源,1231,-2.16,10.8,129,1700,-13.68,15.11,136,1600,7.77,3.58,112,2100,3.46,1.76,30,1700,7.04,21.59,214,6800,-5.76,56.02,24,100
515030,新能源车ETF华夏,新能源制造,1231,-68.35,18.62,74,300,-25.61,19.87,244,1200,0.11,8.07,204,1300,2.8,2.42,44,700,6.74,30.09,384,3800,-5.77,60.26,318,1400
516020,化工ETF华宝,周期资源,1231,-11.32,11.08,119,1100,-14.09,14.94,154,1900,8.99,2.87,124,2600,3.07,1.58,32,1500,7.05,21.74,216,7000,-6.12,56.56,28,100
512200,房地产ETF南方,大金融,1231,-3.73,8.1,86,900,-28.56,20.83,56,400,-17.2,24.22,146,900,3.61,2.97,110,1500,-7.62,33.79,144,1700,-6.28,48.98,450,3300
159938,医药ETF广发,医药健康,1231,24.1,1.41,108,2300,18.15,10.54,365,5200,-15.26,22.8,42,200,1.76,1.18,50,1200,5.34,21.12,714,11400,-6.29,44.86,204,1300
516090,新能源ETF易方达,新能源制造,1230,-65.99,18.78,78,1000,-39.23,24.12,206,3300,3.42,7.07,225,5100,3.76,2.75,84,4000,5.27,29.15,276,9800,-6.36,60.35,408,5900
159736,食品饮料ETF天弘,大消费,1203,20.61,4.51,221,2800,-22.35,15.93,52,400,-19.97,24.99,62,600,4.46,4.37,318,4500,-9.16,31.63,108,1400,-6.51,44.0,524,4500
159870,化工ETF鹏华,周期资源,1231,-12.28,11.32,117,1300,-15.07,15.04,152,1900,7.82,3.47,126,2400,3.45,1.7,38,2000,6.76,21.98,224,7200,-6.59,57.08,20,0
515120,创新药ETF广发,医药健康,1231,25.05,1.4,72,2300,31.35,9.73,330,7500,-12.4,24.9,82,1500,2.18,1.3,34,1400,12.55,21.23,675,18400,-6.89,53.21,120,1100
159992,创新药ETF银华,医药健康,1231,25.63,1.55,78,1800,29.96,9.82,328,5400,-12.72,25.19,74,1000,2.18,1.43,34,1000,13.11,21.43,691,14400,-6.95,52.9,128,800
159929,医药ETF汇添富,医药健康,1231,22.4,1.38,108,1000,15.83,10.78,351,2300,-14.85,22.54,52,100,2.3,1.42,64,800,3.64,21.6,588,4600,-7.12,46.92,206,600
159707,地产ETF华宝,大金融,1174,16.63,7.25,123,3600,-34.29,26.04,54,1200,-21.31,31.78,152,3100,1.55,14.22,172,5400,-13.08,44.13,36,1200,-7.16,54.43,638,10100
159875,新能源ETF嘉实,新能源制造,1230,-72.0,19.7,66,700,-38.47,24.84,220,3300,1.8,7.48,213,4200,3.62,2.68,84,3200,3.7,29.68,297,7000,-7.21,61.14,406,4600
159792,港股通互联网ETF富国,跨境全球,1202,0.25,12.62,182,4100,-48.54,28.15,42,1000,-43.49,47.63,78,700,3.9,6.52,133,4400,3.09,29.99,470,11400,-7.27,55.06,302,3800
513060,恒生医疗ETF博时,跨境全球,1231,24.18,1.98,70,2400,10.33,18.86,197,4400,-22.81,34.86,40,200,3.29,2.77,44,2700,10.87,26.93,528,17000,-7.31,61.32,54,300
516160,新能源ETF南方,新能源制造,1231,-68.98,19.07,64,100,-39.02,24.42,198,600,0.29,8.48,186,800,3.81,3.86,74,600,3.97,28.59,280,1700,-7.35,58.25,364,700
159857,光伏ETF天弘,新能源制造,1231,-69.68,20.65,56,300,-47.33,28.15,138,1500,3.44,12.17,258,4500,5.75,4.85,162,4300,-0.24,34.34,454,7000,-7.86,59.92,560,4300
